"","heart_disease_mortality_per_100k","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","Area_Rucc","Econ_Economic_typology","Area_Urban_Influence"
"843",198,0.591,0.029,0.183,0.087,0.229,0.244,13,16,0.299,0.125,0.084,NA,0.167,0.344,12,NA,NA,3139,2970,"B2","Farm","N4"
"844",352,0.46,0.05,0.216,0.08,0.233,0.169,12,12,0.346,0.337,0.098,0.068,0.207,0.368,13,NA,31.49,11589,3309,"C2","Nonsp","N7"
"845",270,0.53,0.052,0.137,0.059,0.211,0.187,8,10,0.267,0.136,0.102,0.071,NA,0.235,13,NA,11.73,6690,1820,"A2","Nonsp","M2"
"846",254,0.544,0.031,0.182,0.072,0.251,0.153,13,10,0.324,0.18,0.107,0.081,0.158,0.252,10,4.7,8.39,1789,1239,"D1","Nonsp","M5"
"847",249,0.471,0.04,0.264,0.15,0.315,0.152,16,9,0.295,0.114,0.079,0.08,0.054,0.239,12,NA,21.22,1579,1800,"D2","Nonsp","N5"
"848",206,0.559,0.039,0.115,0.072,0.23,0.204,12,11,0.274,0.301,0.093,0.064,0.244,0.198,13,NA,21.9,2529,1260,"B2","Farm","N3"
"849",192,0.495,0.109,0.264,0.129,0.194,0.212,8,10,0.231,0.172,0.097,0.105,0.139,0.251,10,NA,NA,4709,NA,"B2","Fed","N4"
"850",313,0.504,0.068,0.187,0.073,0.24,0.14,10,9,0.338,0.247,0.1,0.077,0.182,0.301,14,NA,14.82,2490,2239,"A1","Nonsp","M1"
"851",232,0.552,0.026,0.215,0.112,0.223,0.232,12,12,0.344,0.187,0.104,0.053,0.211,0.279,10,NA,26.6,5870,2919,"B2","Farm","M5"
"852",225,0.438,0.046,0.229,0.099,0.298,0.18,16,10,0.342,0.169,0.123,0.06,0.211,0.287,11,NA,25.75,3260,1149,"B2","Farm","M5"
"853",252,0.523,0.036,0.236,0.091,0.203,0.189,8,10,0.285,0.284,0.114,0.069,NA,0.238,13,NA,21.67,7759,3840,"A3","Farm","M2"
"854",375,0.438,0.061,0.239,0.043,0.255,0.14,13,11,0.373,0.185,0.158,0.065,0.114,0.333,13,6.31,26.01,3639,1700,"C1","Manu","M4"
"855",226,0.514,0.042,0.218,0.091,0.218,0.164,10,9,0.235,0.085,0.071,0.057,0.242,0.135,8,1.4,9.08,1289,1009,"A3","Recr","M2"
"856",324,0.403,0.085,0.23,0.066,0.213,0.152,13,12,0.391,0.165,0.159,0.136,NA,0.322,13,NA,31.68,7109,2239,"B1","Fed","N1"
"857",341,0.413,0.049,0.24,0.063,0.246,0.158,12,12,0.314,0.314,0.123,0.078,NA,0.298,14,NA,22.34,3380,10099,"A3","Farm","M2"
"858",275,0.48,0.075,0.135,0.066,0.207,0.169,11,10,0.349,0.248,0.098,0.075,0.257,0.26,13,NA,19.74,2350,1709,"C1","Manu","M4"
"859",323,0.445,0.06,0.331,0.114,0.255,0.134,15,10,0.324,0.167,0.132,0.107,0.089,0.296,12,8.7,20.68,2510,1169,"D1","Nonsp","M5"
"860",232,0.381,0.087,0.227,0.096,0.195,0.205,9,11,0.317,0.246,0.102,0.063,0.156,0.225,11,3.45,17.01,3159,3810,"C1","Recr","M3"
"861",366,0.379,0.057,0.346,0.111,0.264,0.144,15,12,0.347,0.304,0.13,0.077,0.118,0.344,11,11.2,26.12,4429,2779,"C2","Manu","N1"
"862",350,0.414,0.038,0.257,0.109,0.227,0.206,12,11,0.313,0.309,0.109,0.076,0.154,0.325,10,5.1,24.64,3950,1970,"C2","Manu","N1"
"863",234,0.504,0.051,0.146,0.114,0.222,0.257,9,16,0.281,NA,0.102,NA,NA,0.262,12,NA,NA,3550,3519,"B2","Farm","M5"
"864",417,0.285,0.149,0.285,0.068,0.29,0.119,12,11,0.428,0.184,0.151,0.16,NA,0.346,12,26.37,50.27,NA,3099,"C2","Nonsp","N2"
"865",203,0.509,0.024,0.124,0.057,0.257,0.176,11,8,0.293,0.152,0.07,0.067,0.189,0.258,11,NA,21.92,2270,1279,"A3","Farm","M2"
"866",232,0.555,0.038,0.189,0.104,0.218,0.248,12,11,0.331,0.193,0.105,0.055,0.214,0.315,10,NA,25.92,5620,2869,"B2","Farm","M5"
"867",207,0.544,0.048,0.095,0.069,0.244,0.157,11,9,0.309,0.138,0.08,0.045,0.168,0.193,13,NA,10.93,1349,1130,"C2","Manu","M3"
"868",247,0.385,0.105,0.231,0.105,0.17,0.275,7,15,0.207,0.305,0.089,0.144,0.153,0.259,13,NA,37.68,6759,1629,"C2","Recr","N1"
"869",315,0.537,0.06,0.252,0.105,0.244,0.194,13,12,0.334,0.191,0.117,0.062,NA,0.3,9,NA,27.44,2310,2259,"B1","Farm","N2"
"870",220,0.498,0.069,0.11,0.039,0.217,0.152,10,9,0.261,0.174,0.075,0.067,0.189,0.22,10,3.11,9.16,1650,1590,"A2","Nonsp","M2"
"871",187,0.542,0.041,0.092,0.044,0.277,0.099,13,5,0.303,0.23,0.067,0.066,0.242,0.248,12,NA,12.49,2409,2349,"A1","Nonsp","M1"
"872",289,0.467,0.063,0.145,0.057,0.18,0.17,9,11,0.334,0.171,0.109,0.068,0.123,0.24,14,NA,22.05,2609,2199,"C2","Fed","N7"
"873",246,0.531,0.045,0.123,0.036,0.251,0.123,11,7,0.269,0.148,0.081,0.071,0.179,0.221,13,2.46,9.6,1600,1550,"A1","Nonsp","M1"
"874",290,0.437,0.045,0.207,0.095,0.206,0.124,11,7,0.374,0.24,0.117,0.094,0.216,0.272,12,NA,21.53,6199,3419,"A2","Fed","M2"
"875",235,0.56,0.048,0.107,0.051,0.236,0.158,10,9,0.351,0.219,0.094,0.07,0.305,0.25,12,NA,17.97,2090,1659,"A2","Manu","M2"
"876",265,0.54,0.032,0.169,0.073,0.246,0.16,15,10,0.303,0.176,0.078,0.06,0.203,0.249,11,NA,14.79,1029,1339,"D1","Nonsp","M5"
"877",275,0.396,0.069,0.21,0.065,0.192,0.193,9,13,0.311,0.284,0.131,0.1,NA,0.328,13,NA,22.6,3319,2600,"C2","Nonsp","N1"
"878",246,0.515,0.036,0.179,0.085,0.232,0.16,12,9,0.321,0.221,0.106,0.084,0.208,0.207,13,NA,17.7,2559,1959,"A2","Manu","M2"
"879",355,0.421,0.058,0.256,0.086,0.246,0.173,12,10,0.332,0.169,0.128,0.106,NA,0.357,12,9.6,36.51,5399,5440,"B1","Manu","N2"
"880",378,0.336,0.071,0.29,0.117,0.19,0.114,7,12,0.313,NA,0.132,0.13,NA,0.302,12,NA,NA,4090,2239,"B1","Farm","N2"
"881",278,0.508,0.035,0.341,0.178,0.261,0.149,16,8,0.304,NA,0.103,0.08,NA,0.292,11,NA,NA,3789,3720,"D2","Mining","N5"
"882",347,0.373,0.079,0.242,0.074,0.187,0.184,9,12,0.317,0.224,0.113,0.075,NA,0.308,14,9.23,24.19,19129,2419,"B1","Fed","N1"
"883",304,0.423,0.075,0.224,0.046,0.198,0.19,11,12,0.345,0.179,0.128,0.083,0.067,0.28,13,NA,17.94,3459,2790,"A3","Manu","M2"
"884",253,0.509,0.044,0.151,0.075,0.253,0.162,10,8,0.3,0.2,0.106,0.075,0.166,0.262,14,NA,8.56,2649,1329,"A1","Nonsp","M1"
"885",289,0.506,0.073,0.153,0.029,0.232,0.177,9,12,0.299,0.249,0.106,0.067,0.204,0.306,12,NA,15.33,2999,4330,"A1","Nonsp","M1"
"886",244,0.519,0.043,0.145,0.063,0.234,0.158,11,9,0.311,0.217,0.099,0.071,0.192,0.27,14,NA,17.97,5159,2850,"A2","Manu","M2"
"887",340,0.39,0.086,0.222,0.057,0.223,0.16,11,11,0.365,0.206,0.141,0.096,NA,0.309,13,8,30.91,8429,4269,"B1","Manu","N2"
"888",395,0.46,0.04,0.285,0.126,0.248,0.173,15,12,0.334,0.25,0.115,0.088,0.089,0.338,10,4.6,41.13,3410,2720,"C2","Mining","N7"
"889",234,0.56,0.034,0.237,0.162,0.178,0.279,9,18,0.369,NA,0.102,NA,0.367,0.336,10,NA,NA,2350,NA,"B1","Farm","N2"
"890",335,0.417,0.087,0.268,0.079,0.247,0.148,13,11,0.334,0.195,0.125,0.141,NA,0.287,13,4.71,19.63,3609,2130,"A1","Nonsp","M1"
"891",304,0.428,0.077,0.294,0.1,0.234,0.152,13,11,0.324,0.258,0.124,0.136,NA,0.281,12,7.54,17.75,5469,4379,"A3","Farm","M2"
"892",362,0.434,0.063,0.238,0.051,0.2,0.191,13,14,0.324,0.234,0.128,0.113,NA,0.366,13,NA,25.17,4149,1360,"D2","Mining","N3"
"893",211,0.504,0.06,0.299,0.122,0.281,0.071,13,4,0.246,0.138,0.07,0.076,0.144,0.216,13,4.37,11.14,1769,1749,"A1","Nonsp","M1"
"894",323,0.483,0.049,0.287,0.152,0.278,0.113,14,8,0.363,0.235,0.106,0.087,NA,0.301,10,4.43,19.3,3170,3289,"A1","Nonsp","M1"
"895",269,0.467,0.084,0.155,0.029,0.225,0.164,12,10,0.398,0.196,0.124,0.097,0.199,0.273,12,9.65,10.98,1690,1189,"A3","Nonsp","M2"
"896",297,0.463,0.031,0.156,0.052,0.241,0.222,12,12,0.323,0.204,0.112,0.082,NA,0.257,9,NA,28.1,6399,1580,"B2","Manu","M5"
"897",276,0.476,0.068,0.137,0.052,0.201,0.195,11,13,0.318,0.207,0.109,0.091,0.109,0.276,14,4.3,11.36,1900,2090,"C1","Nonsp","M3"
"898",321,0.361,0.05,0.224,0.094,0.176,0.181,10,13,0.335,0.189,0.126,0.103,0.106,0.325,12,9.5,24.51,4890,2220,"C2","Fed","N1"
"899",224,0.48,0.053,0.193,0.076,0.222,0.18,9,10,0.275,0.222,0.119,0.077,0.117,0.261,13,2.94,19.44,3479,2589,"A2","Nonsp","M2"
"900",289,0.491,0.042,0.135,0.049,0.202,0.2,10,12,0.319,0.278,0.113,0.093,0.204,0.228,13,NA,20.92,2719,1640,"C2","Nonsp","M4"
"901",253,0.517,0.056,0.138,0.021,0.218,0.202,10,11,0.293,0.324,0.108,0.05,NA,0.291,11,NA,12.87,8080,5400,"A2","Nonsp","M2"
"902",215,0.509,0.045,0.123,0.061,0.19,0.167,10,10,0.275,0.223,0.087,0.061,0.189,0.19,11,1.65,11.25,1420,820,"A2","Recr","M2"
"903",290,0.639,0.012,0.227,0.146,0.24,0.134,16,9,0.309,0.192,0.069,0.076,0.207,0.295,10,NA,30.92,2709,1680,"D2","Mining","N3"
"904",307,0.55,0.041,0.209,0.087,0.259,0.197,11,12,0.311,0.203,0.12,0.05,0.089,0.306,8,NA,27.58,3329,890,"C2","Nonsp","N1"
"905",343,0.368,0.095,0.265,0.077,0.225,0.176,10,11,0.356,0.361,0.145,0.121,0.127,0.324,13,NA,22.07,6449,6310,"B2","Fed","M5"
"906",239,0.472,0.053,0.306,0.12,0.246,0.123,14,8,0.291,0.26,0.102,0.091,0.266,0.253,9,6.04,12.25,2179,1359,"A2","Nonsp","M2"
"907",233,0.543,0.088,0.188,0.044,0.217,0.185,9,12,0.286,0.214,0.105,0.064,0.199,0.192,11,NA,11.19,1149,780,"D2","Recr","N5"
"908",306,0.42,0.079,0.169,0.044,0.205,0.192,11,12,0.33,NA,0.103,0.081,NA,0.275,13,NA,15.78,2509,1349,"C2","Fed","N1"
"909",267,0.428,0.097,0.252,0.095,0.179,0.261,8,14,0.299,0.242,0.118,0.085,0.173,0.296,10,NA,27.55,7960,3220,"C2","Recr","M4"
"910",272,0.397,0.098,0.223,0.087,0.153,0.3,8,17,0.302,0.208,0.115,0.044,0.173,0.243,8,NA,21.25,1879,1490,"D2","Recr","M5"
"911",149,0.47,0.065,0.225,0.19,0.16,0.222,7,10,0.18,NA,0.068,NA,NA,0.139,11,NA,NA,750,620,"B2","Recr","N4"
"912",309,0.412,0.041,0.384,0.211,0.243,0.213,10,15,0.286,0.225,0.111,0.068,NA,0.279,10,NA,27.92,4639,1729,"D2","Farm","N3"
"913",385,0.524,0.044,0.304,0.167,0.227,0.211,11,12,0.283,NA,0.108,0.069,NA,0.287,10,NA,37.41,3300,2810,"C2","Mining","N7"
"914",278,0.469,0.058,0.209,0.112,0.266,0.099,13,7,0.31,NA,0.099,0.081,NA,0.285,9,5.1,26.42,12270,7229,"A1","Manu","M1"
"915",252,0.507,0.047,0.161,0.054,0.236,0.127,12,9,0.289,0.229,0.116,0.073,0.19,0.274,13,1.7,7.99,2170,1989,"A1","Nonsp","M1"
"916",189,0.497,0.047,0.222,0.134,0.289,0.217,9,11,0.276,NA,0.083,NA,0.285,0.29,13,NA,NA,NA,NA,"B2","Farm","N4"
"917",304,0.47,0.044,0.287,0.138,0.256,0.142,12,10,0.316,0.227,0.114,0.109,0.163,0.305,10,7.4,31.02,5139,3739,"C1","Mining","M4"
"918",230,0.553,0.092,0.208,0.139,0.261,0.169,12,13,0.256,NA,0.093,0.076,NA,0.268,9,NA,NA,2629,2569,"B2","Recr","M5"
"919",340,0.547,0.027,0.322,0.217,0.269,0.136,16,10,0.303,NA,0.106,0.089,NA,0.283,11,NA,NA,NA,3339,"B1","Mining","N2"
"920",328,0.293,0.134,0.268,0.086,0.239,0.136,14,11,0.342,0.33,0.125,0.118,NA,0.408,13,NA,36.53,3290,13209,"B2","Nonsp","M5"
"921",250,0.539,0.058,0.136,0.057,0.206,0.179,9,9,0.294,0.191,0.08,0.065,0.279,0.233,11,NA,21.62,2900,3400,"A2","Recr","M2"
"922",330,0.492,0.045,0.253,0.123,0.254,0.172,14,11,0.331,0.256,0.107,0.074,NA,0.335,10,NA,23.91,5909,3849,"D2","Mining","N3"
"923",291,0.442,0.086,0.18,0.061,0.244,0.186,11,11,0.343,0.204,0.11,0.052,0.146,0.29,12,NA,10.42,7910,2610,"B2","Manu","N4"
"924",193,0.491,0.063,0.124,0.065,0.235,0.187,11,10,0.267,0.173,0.096,0.064,0.201,0.21,12,NA,12.16,1290,990,"C1","Recr","M3"
"925",306,0.26,0.072,0.152,0.066,0.107,0.209,4,11,0.331,0.34,0.104,NA,NA,0.237,13,NA,28.39,NA,NA,"B2","Fed","N3"
"926",232,0.493,0.065,0.231,0.076,0.232,0.135,12,8,0.287,0.163,0.097,0.089,0.144,0.223,13,7,11.35,1859,1280,"A2","Nonsp","M2"
"927",344,0.414,0.054,0.375,0.166,0.259,0.156,15,10,0.331,0.246,0.114,0.084,NA,0.322,9,NA,36.45,3859,2840,"C2","Nonsp","M4"
"928",323,0.489,0.051,0.268,0.152,0.238,0.173,12,9,0.312,0.173,0.098,0.069,0.184,0.285,8,NA,25.63,5760,5729,"A1","Manu","M1"
"929",298,0.449,0.048,0.185,0.062,0.236,0.229,14,12,0.318,0.208,0.1,0.085,NA,0.292,9,NA,NA,NA,1050,"B2","Manu","M5"
"930",315,0.462,0.06,0.216,0.062,0.261,0.104,15,9,0.35,0.178,0.122,0.112,0.123,0.276,13,16.7,13.56,1539,1289,"A1","Nonsp","M1"
"931",225,0.52,0.052,0.169,0.045,0.207,0.238,9,11,0.293,NA,0.12,0.061,0.218,0.293,12,NA,17.25,2479,2500,"C2","Recr","N1"
"932",249,0.553,0.049,0.232,0.106,0.232,0.182,12,10,0.345,0.207,0.106,0.072,0.13,0.301,13,NA,23.63,3530,2460,"C2","Manu","N1"
"933",277,0.474,0.041,0.178,0.099,0.356,0.123,17,6,0.314,0.135,0.079,0.059,NA,0.212,13,NA,16.16,2580,1469,"A2","Nonsp","M2"
"934",236,0.496,0.056,0.158,0.057,0.214,0.186,10,12,0.28,0.195,0.106,0.086,0.194,0.236,13,3.9,8.07,1580,1340,"C1","Recr","M3"
"935",249,0.48,0.076,0.182,0.065,0.203,0.203,10,11,0.323,0.236,0.141,0.066,0.134,0.304,10,NA,12.98,2269,1150,"D2","Nonsp","N5"
"936",246,0.486,0.06,0.193,0.05,0.236,0.114,15,8,0.355,0.227,0.121,0.087,0.177,0.264,12,10.2,7.8,1260,1580,"A1","Manu","M1"
"937",337,0.423,0.063,0.284,0.121,0.254,0.19,14,13,0.365,0.206,0.147,0.073,0.123,0.32,10,3.6,27.62,2470,2300,"D1","Nonsp","M5"
"938",189,0.493,0.039,0.199,0.083,0.319,0.082,20,4,0.229,0.048,0.063,0.069,0.056,0.159,11,NA,8.54,1599,2290,"A3","Manu","M2"
"939",227,0.508,0.03,0.116,0.049,0.246,0.165,11,9,0.331,0.186,0.091,0.059,0.191,0.266,9,NA,18.26,3160,3139,"A2","Nonsp","M2"
"940",292,0.47,0.061,0.173,0.054,0.221,0.13,13,9,0.334,0.184,0.128,0.104,0.161,0.259,12,7,7.05,1620,2399,"A1","Fed","M1"
"941",238,0.44,0.07,0.233,0.108,0.211,0.199,10,10,0.235,0.183,0.096,0.062,0.197,0.211,11,NA,16.03,2140,1509,"C2","Recr","M4"
"942",302,0.456,0.06,0.253,0.089,0.228,0.157,12,11,0.344,0.262,0.127,0.1,0.107,0.305,13,5.7,17.7,2599,2419,"A1","Nonsp","M1"
"943",304,0.541,0.027,0.278,0.145,0.171,0.196,10,13,0.331,0.194,0.131,0.073,NA,0.355,10,NA,35.36,2240,NA,"B2","Farm","N4"
"944",198,0.556,0.075,0.07,0.024,0.184,0.187,10,7,0.22,0.122,0.078,0.048,0.252,0.18,10,NA,NA,1719,940,"D2","Recr","M5"
"945",264,0.439,0.056,0.235,0.087,0.251,0.154,13,11,0.291,0.293,0.109,0.07,0.154,0.319,10,NA,13.91,3970,1420,"C2","Nonsp","M4"
"946",394,0.381,0.08,0.232,0.064,0.224,0.16,11,15,0.321,0.363,0.133,0.101,NA,0.335,13,10.61,35.8,2080,3660,"C2","Nonsp","N1"
"947",304,0.422,0.046,0.306,0.124,0.245,0.186,13,14,0.337,0.172,0.114,0.087,NA,0.328,10,NA,32.81,2690,2010,"C2","Farm","N1"
"948",299,0.469,0.067,0.192,0.05,0.204,0.147,10,10,0.259,0.141,0.082,0.038,0.212,0.23,10,NA,9.63,2010,1299,"D1","Fed","M5"
"949",264,0.422,0.047,0.311,0.172,0.245,0.196,11,18,0.308,NA,0.122,0.082,NA,0.294,10,NA,NA,1359,1039,"B2","Nonsp","N3"
"950",355,0.42,0.057,0.233,0.054,0.189,0.155,11,11,0.321,0.122,0.12,0.087,NA,0.308,11,12.3,21.33,2269,2079,"D2","Fed","M5"
"951",225,0.474,0.043,0.221,0.076,0.224,0.188,8,11,0.256,0.224,0.12,0.079,0.126,0.251,13,3.3,17.54,3459,2299,"A2","Nonsp","M2"
"952",283,0.455,0.058,0.198,0.05,0.191,0.141,13,10,0.334,0.241,0.113,0.078,0.174,0.27,13,2.37,7.13,1159,780,"A2","Nonsp","M2"
"953",319,0.51,0.055,0.17,0.068,0.236,0.173,10,11,0.3,0.218,0.109,0.074,0.206,0.299,13,NA,22.59,6949,4180,"C2","Manu","N7"
"954",271,0.445,0.077,0.178,0.044,0.22,0.16,11,9,0.323,0.183,0.106,0.094,NA,0.292,13,NA,19.61,3389,5529,"C2","Nonsp","N7"
"955",148,0.461,0.052,0.214,0.172,0.163,0.236,4,5,0.186,NA,0.081,0.095,NA,0.147,11,NA,NA,750,899,"B2","Recr","N4"
"956",224,0.49,0.048,0.127,0.072,0.247,0.174,12,11,0.295,0.248,0.087,0.054,0.229,0.251,12,NA,25.81,2149,1069,"A1","Nonsp","M1"
"957",312,0.385,0.066,0.227,0.059,0.229,0.151,11,11,0.332,0.241,0.125,0.115,NA,0.368,13,NA,26.16,6360,4779,"A2","Manu","M2"
"958",213,0.619,0.034,0.223,0.134,0.233,0.215,10,4,0.321,NA,0.104,NA,0.163,0.357,13,NA,NA,NA,NA,"B2","Farm","N4"
"959",244,0.486,0.05,0.114,0.042,0.199,0.203,11,12,0.323,0.101,0.101,0.079,0.134,0.297,12,NA,NA,1310,2120,"D2","Nonsp","N3"
"960",254,0.517,0.026,0.135,0.049,0.25,0.211,12,12,0.28,0.145,0.103,0.034,0.128,0.265,12,NA,19.86,2140,5360,"D2","Manu","N3"
"961",308,0.489,0.061,0.188,0.084,0.271,0.124,14,8,0.361,0.342,0.12,0.06,0.168,0.29,11,NA,20.66,6740,6630,"A1","Nonsp","M1"
"962",221,0.517,0.033,0.123,0.048,0.196,0.191,10,8,0.275,0.193,0.095,0.059,0.21,0.256,12,NA,NA,3010,1470,"C2","Nonsp","N1"
"963",212,0.523,0.039,0.186,0.102,0.209,0.204,14,6,0.329,0.144,0.099,NA,0.196,0.293,10,NA,NA,NA,NA,"B1","Farm","N2"
"964",312,0.432,0.063,0.238,0.077,0.25,0.15,14,11,0.336,0.294,0.133,0.083,0.103,0.34,14,NA,22.07,3709,2599,"B1","Manu","N2"
"965",333,0.4,0.085,0.269,0.132,0.236,0.171,10,7,0.334,NA,0.145,0.09,NA,0.315,13,NA,30.95,8640,8710,"A2","Manu","M2"
"966",216,0.543,0.057,0.088,0.023,0.192,0.126,7,7,0.226,0.143,0.073,0.073,0.191,0.193,10,NA,7.57,2560,1770,"A1","Fed","M1"
"967",315,0.438,0.07,0.258,0.068,0.226,0.173,12,12,0.327,0.235,0.147,0.132,0.06,0.373,12,NA,23.89,2770,2270,"D2","Manu","N3"
"968",332,0.362,0.08,0.296,0.087,0.183,0.211,8,11,0.343,NA,0.16,0.157,NA,0.317,13,NA,NA,NA,NA,"B1","Nonsp","N2"
"969",252,0.485,0.049,0.144,0.054,0.248,0.119,13,8,0.298,0.169,0.107,0.08,0.162,0.206,12,4.9,8.07,2319,1229,"A1","Nonsp","M1"
"970",313,0.464,0.061,0.148,0.039,0.22,0.153,10,11,0.309,0.295,0.098,0.094,0.247,0.296,13,NA,20.22,3230,2159,"C1","Nonsp","M3"
"971",269,0.397,0.07,0.152,0.045,0.253,0.118,18,7,0.289,0.264,0.086,0.077,0.197,0.268,12,1.76,10.9,1359,2559,"A3","Nonsp","M2"
"972",265,0.418,0.087,0.222,0.069,0.232,0.195,12,11,0.309,0.194,0.091,0.058,0.147,0.224,11,3.5,14.48,1530,1930,"C1","Nonsp","M3"
"973",307,0.469,0.188,0.371,0.109,0.268,0.208,16,13,0.255,0.18,0.096,0.093,0.163,0.238,10,8.65,27.82,3189,2100,"C2","Fed","M4"
"974",317,0.502,0.067,0.149,0.044,0.204,0.181,10,12,0.302,0.251,0.105,0.084,0.201,0.314,12,3.77,13.24,1749,1249,"A2","Nonsp","M2"
"975",459,0.395,0.079,0.281,0.1,0.255,0.15,13,12,0.341,0.254,0.124,0.128,NA,0.378,13,6.86,35.35,4460,3160,"C2","Manu","N7"
"976",285,0.532,0.025,0.171,0.093,0.257,0.216,8,16,0.327,NA,0.101,NA,NA,0.289,12,NA,NA,NA,710,"B2","Farm","N4"
"977",263,0.426,0.049,0.302,0.166,0.243,0.196,12,9,0.295,NA,0.127,0.095,NA,0.295,10,NA,NA,1329,809,"B2","Nonsp","N3"
"978",323,0.44,0.077,0.155,0.043,0.189,0.191,10,13,0.378,0.241,0.132,0.093,0.182,0.329,14,3.3,20.22,1730,2599,"A1","Nonsp","M1"
"979",317,0.418,0.073,0.245,0.107,0.211,0.23,10,15,0.276,0.368,0.113,0.079,NA,0.302,12,NA,38.32,13530,2690,"B2","Nonsp","N4"
"980",241,0.509,0.054,0.121,0.033,0.244,0.135,13,8,0.308,0.179,0.083,0.07,0.244,0.211,11,2.2,8.46,1480,1279,"A2","Nonsp","M2"
"981",282,0.439,0.046,0.308,0.169,0.231,0.186,12,11,0.305,NA,0.122,0.079,NA,0.31,9,NA,29.88,8580,3450,"A3","Mining","M2"
"982",245,0.446,0.045,0.196,0.099,0.225,0.126,11,8,0.278,0.239,0.105,0.079,0.163,0.243,13,1.6,15.6,4129,1579,"A2","Nonsp","M2"
"983",267,0.495,0.075,0.162,0.035,0.221,0.178,12,10,0.274,0.19,0.123,0.085,0.159,0.262,12,3.6,6.88,1790,1859,"A2","Nonsp","M2"
"984",205,0.424,0.081,0.276,0.142,0.187,0.288,9,13,0.219,0.192,0.118,0.077,0.195,0.231,11,3.44,15.34,1689,1469,"A3","Recr","M2"
"985",340,0.477,0.066,0.257,0.059,0.239,0.173,11,13,0.342,0.16,0.152,0.102,0.086,0.335,12,7.6,18.51,2180,2190,"C1","Nonsp","M4"
"986",350,0.471,0.054,0.236,0.091,0.218,0.195,14,14,0.301,NA,0.122,0.092,NA,0.301,14,NA,35,5089,2520,"B2","Farm","N4"
"987",241,0.499,0.062,0.165,0.048,0.232,0.127,11,8,0.293,0.219,0.103,0.063,0.192,0.281,13,2.14,12.58,2030,1739,"A1","Manu","M1"
"988",270,0.464,0.058,0.231,0.08,0.175,0.226,8,12,0.332,0.223,0.109,0.076,NA,0.295,13,NA,15.39,5050,3030,"B2","Farm","M5"
"989",183,0.548,0.033,0.086,0.05,0.292,0.084,13,5,0.253,0.128,0.06,0.06,0.23,0.183,12,NA,9.24,2279,1660,"A1","Nonsp","M1"
"990",328,0.368,0.088,0.248,0.065,0.222,0.162,11,12,0.365,0.334,0.129,0.104,0.125,0.392,13,NA,24.6,6899,3449,"B1","Farm","N2"
"991",279,0.375,0.082,0.272,0.085,0.203,0.24,10,14,0.33,0.32,0.133,0.095,0.149,0.296,12,NA,42.59,2859,8539,"B1","Nonsp","N1"
"992",389,0.457,0.056,0.22,0.112,0.238,0.18,12,13,0.309,0.21,0.123,0.08,0.112,0.327,10,4.4,22.06,2040,1649,"C1","Mining","M3"
"993",266,0.373,0.092,0.247,0.119,0.218,0.212,8,11,0.245,NA,0.099,0.052,NA,0.199,10,NA,25.79,1609,3170,"C2","Fed","N1"
"994",303,0.568,0.03,0.181,0.09,0.229,0.202,14,12,0.342,0.217,0.124,0.069,0.093,0.343,11,NA,52.17,NA,1219,"B2","Mining","M5"
"995",317,0.379,0.095,0.237,0.07,0.189,0.194,11,14,0.337,0.381,0.118,0.093,NA,0.342,14,NA,30.3,NA,NA,"B2","Fed","N4"
"996",273,0.535,0.047,0.174,0.066,0.242,0.155,12,10,0.328,0.225,0.094,0.059,0.212,0.297,11,NA,23.27,2840,5680,"B1","Manu","N2"
"997",341,0.396,0.086,0.299,0.115,0.234,0.141,13,11,0.334,0.243,0.117,0.091,NA,0.303,13,8.77,27.77,4649,2520,"C2","Fed","M4"
"998",221,0.512,0.051,0.139,0.088,0.212,0.215,12,9,0.327,0.181,0.126,0.077,0.239,0.293,11,NA,NA,2390,3630,"B2","Farm","M5"
"999",184,0.485,0.046,0.131,0.07,0.2,0.231,9,9,0.267,0.093,0.118,0.058,0.084,0.204,12,NA,8.48,969,740,"A1","Recr","M1"
"1000",230,0.451,0.06,0.151,0.061,0.174,0.203,8,10,0.266,0.133,0.104,0.083,0.188,0.243,11,NA,13.53,2980,2430,"C2","Fed","N1"
"1001",192,0.528,0.035,0.091,0.051,0.282,0.1,12,5,0.253,0.12,0.084,0.08,0.196,0.212,14,0.07,7.5,2059,839,"A1","Nonsp","M1"
"1002",326,0.445,0.074,0.279,0.102,0.229,0.172,12,14,0.358,0.233,0.164,0.098,0.1,0.319,13,14.73,38.77,4279,1929,"C2","Nonsp","N1"
"1003",281,0.42,0.103,0.213,0.05,0.263,0.114,15,6,0.282,0.179,0.101,0.107,0.149,0.285,11,10.19,4.46,2079,2020,"A1","Nonsp","M1"
"1004",288,0.483,0.041,0.23,0.136,0.257,0.186,15,7,0.326,NA,0.133,0.055,NA,0.37,10,NA,58.71,3739,3770,"B2","Mining","N4"
